review_id,meal_id,review_text,sentiment,sentiment_score
R001402,M0281,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001403,M0281,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001404,M0281,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001405,M0281,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001406,M0282,The Mint Lemonade was okay. Expected a bit more flavor.,POSITIVE,1
R001407,M0282,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001408,M0282,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001409,M0282,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001410,M0282,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001411,M0283,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001412,M0283,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001413,M0283,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001414,M0283,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001415,M0283,Best Mint Lemonade I've ever had. The flavor was incredible!,POSITIVE,1
R001416,M0284,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001417,M0284,The taste was bland and the delivery was late.,NEGATIVE,-1
R001418,M0284,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001419,M0284,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001420,M0284,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001421,M0285,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001422,M0285,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001423,M0285,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001424,M0285,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001425,M0285,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001426,M0286,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001427,M0286,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001428,M0286,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001429,M0286,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001430,M0286,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001431,M0287,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001432,M0287,Best Mint Lemonade I've ever had. The flavor was incredible!,POSITIVE,1
R001433,M0287,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001434,M0287,The Mint Lemonade was cold on arrival. Very frustrating.,NEGATIVE,-1
R001435,M0287,The Mint Lemonade was cold on arrival. Very frustrating.,NEGATIVE,-1
R001436,M0288,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001437,M0288,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001438,M0288,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001439,M0288,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001440,M0288,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001441,M0289,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001442,M0289,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001443,M0289,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001444,M0289,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001445,M0289,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001446,M0290,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001447,M0290,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001448,M0290,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001449,M0290,Best Watermelon Juice I've ever had. The flavor was incredible!,POSITIVE,1
R001450,M0290,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001451,M0291,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001452,M0291,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001453,M0291,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001454,M0291,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001455,M0291,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001456,M0292,The taste was bland and the delivery was late.,NEGATIVE,-1
R001457,M0292,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001458,M0292,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001459,M0292,The Watermelon Juice was okay. Expected a bit more flavor.,POSITIVE,1
R001460,M0292,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001461,M0293,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001462,M0293,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001463,M0293,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001464,M0293,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001465,M0293,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001466,M0294,Best Avocado Smoothie I've ever had. The flavor was incredible!,POSITIVE,1
R001467,M0294,The taste was bland and the delivery was late.,NEGATIVE,-1
R001468,M0294,Best Avocado Smoothie I've ever had. The flavor was incredible!,POSITIVE,1
R001469,M0294,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001470,M0294,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001471,M0295,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001472,M0295,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001473,M0295,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001474,M0295,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001475,M0295,The Avocado Smoothie was cold on arrival. Very frustrating.,NEGATIVE,-1
R001476,M0296,The taste was bland and the delivery was late.,NEGATIVE,-1
R001477,M0296,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001478,M0296,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001479,M0296,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001480,M0296,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001481,M0297,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001482,M0297,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001483,M0297,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001484,M0297,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001485,M0297,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001486,M0298,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001487,M0298,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001488,M0298,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001489,M0298,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001490,M0298,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001491,M0299,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001492,M0299,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001493,M0299,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001494,M0299,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001495,M0299,The Avocado Smoothie was cold on arrival. Very frustrating.,NEGATIVE,-1
R001496,M0300,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001497,M0300,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001498,M0300,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001499,M0300,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001500,M0300,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001501,M0301,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001502,M0301,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001503,M0301,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001504,M0301,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001505,M0301,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001506,M0302,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001507,M0302,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001508,M0302,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001509,M0302,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001510,M0302,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001511,M0303,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001512,M0303,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001513,M0303,Best Strawberry Milkshake I've ever had. The flavor was incredible!,POSITIVE,1
R001514,M0303,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001515,M0303,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001516,M0304,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001517,M0304,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001518,M0304,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001519,M0304,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001520,M0304,The Strawberry Milkshake was okay. Expected a bit more flavor.,POSITIVE,1
R001521,M0305,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001522,M0305,Best Strawberry Milkshake I've ever had. The flavor was incredible!,POSITIVE,1
R001523,M0305,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001524,M0305,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001525,M0305,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001526,M0306,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001527,M0306,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001528,M0306,The Strawberry Milkshake was okay. Expected a bit more flavor.,POSITIVE,1
R001529,M0306,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001530,M0306,Best Strawberry Milkshake I've ever had. The flavor was incredible!,POSITIVE,1
R001531,M0307,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001532,M0307,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001533,M0307,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001534,M0307,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001535,M0307,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001536,M0308,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001537,M0308,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001538,M0308,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001539,M0308,The Hot Chocolate was okay. Expected a bit more flavor.,POSITIVE,1
R001540,M0308,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001541,M0309,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001542,M0309,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001543,M0309,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001544,M0309,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001545,M0309,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001546,M0310,The Club Sandwich was cold on arrival. Very frustrating.,NEGATIVE,-1
R001547,M0310,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001548,M0310,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001549,M0310,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001550,M0310,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001551,M0311,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001552,M0311,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001553,M0311,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001554,M0311,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001555,M0311,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001556,M0312,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001557,M0312,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001558,M0312,The taste was bland and the delivery was late.,NEGATIVE,-1
R001559,M0312,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001560,M0312,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001561,M0313,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001562,M0313,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001563,M0313,The Grilled Cheese was cold on arrival. Very frustrating.,NEGATIVE,-1
R001564,M0313,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001565,M0313,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001566,M0314,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001567,M0314,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001568,M0314,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001569,M0314,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001570,M0314,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001571,M0315,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001572,M0315,The Grilled Cheese was cold on arrival. Very frustrating.,NEGATIVE,-1
R001573,M0315,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001574,M0315,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001575,M0315,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001576,M0316,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001577,M0316,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001578,M0316,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001579,M0316,The Grilled Cheese was cold on arrival. Very frustrating.,NEGATIVE,-1
R001580,M0316,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001581,M0317,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001582,M0317,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001583,M0317,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001584,M0317,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001585,M0317,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001586,M0318,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001587,M0318,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001588,M0318,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001589,M0318,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001590,M0318,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001591,M0319,The Grilled Cheese was cold on arrival. Very frustrating.,NEGATIVE,-1
R001592,M0319,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001593,M0319,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001594,M0319,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001595,M0319,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001596,M0320,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001597,M0320,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001598,M0320,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001599,M0320,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001600,M0320,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001601,M0321,The Tuna Melt was cold on arrival. Very frustrating.,NEGATIVE,-1
R001602,M0321,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001603,M0321,Best Tuna Melt I've ever had. The flavor was incredible!,POSITIVE,1
R001604,M0321,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001605,M0321,The taste was bland and the delivery was late.,NEGATIVE,-1
R001606,M0322,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001607,M0322,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001608,M0322,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001609,M0322,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001610,M0322,The taste was bland and the delivery was late.,NEGATIVE,-1
R001611,M0323,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001612,M0323,Best Tuna Melt I've ever had. The flavor was incredible!,POSITIVE,1
R001613,M0323,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001614,M0323,Best Tuna Melt I've ever had. The flavor was incredible!,POSITIVE,1
R001615,M0323,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001616,M0324,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001617,M0324,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001618,M0324,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001619,M0324,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001620,M0324,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001621,M0325,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001622,M0325,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001623,M0325,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001624,M0325,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001625,M0325,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001626,M0326,The Blt Sandwich was okay. Expected a bit more flavor.,POSITIVE,1
R001627,M0326,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001628,M0326,The taste was bland and the delivery was late.,NEGATIVE,-1
R001629,M0326,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001630,M0326,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001631,M0327,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001632,M0327,Best Blt Sandwich I've ever had. The flavor was incredible!,POSITIVE,1
R001633,M0327,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001634,M0327,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001635,M0327,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001636,M0328,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001637,M0328,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001638,M0328,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001639,M0328,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001640,M0328,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001641,M0329,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001642,M0329,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001643,M0329,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001644,M0329,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001645,M0329,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001646,M0330,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001647,M0330,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001648,M0330,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001649,M0330,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001650,M0330,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001651,M0331,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001652,M0331,The taste was bland and the delivery was late.,NEGATIVE,-1
R001653,M0331,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001654,M0331,Best Egg & Avocado Toast I've ever had. The flavor was incredible!,POSITIVE,1
R001655,M0331,The Egg & Avocado Toast was okay. Expected a bit more flavor.,POSITIVE,1
R001656,M0332,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001657,M0332,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001658,M0332,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001659,M0332,Best Egg & Avocado Toast I've ever had. The flavor was incredible!,POSITIVE,1
R001660,M0332,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001661,M0333,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001662,M0333,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001663,M0333,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001664,M0333,The Egg & Avocado Toast was okay. Expected a bit more flavor.,POSITIVE,1
R001665,M0333,The Egg & Avocado Toast was cold on arrival. Very frustrating.,NEGATIVE,-1
R001666,M0334,Best Pastrami Sandwich I've ever had. The flavor was incredible!,POSITIVE,1
R001667,M0334,The Pastrami Sandwich was cold on arrival. Very frustrating.,NEGATIVE,-1
R001668,M0334,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001669,M0334,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001670,M0334,Best Pastrami Sandwich I've ever had. The flavor was incredible!,POSITIVE,1
R001671,M0335,The Pastrami Sandwich was cold on arrival. Very frustrating.,NEGATIVE,-1
R001672,M0335,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001673,M0335,Best Pastrami Sandwich I've ever had. The flavor was incredible!,POSITIVE,1
R001674,M0335,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001675,M0335,Best Pastrami Sandwich I've ever had. The flavor was incredible!,POSITIVE,1
R001676,M0336,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001677,M0336,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001678,M0336,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001679,M0336,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001680,M0336,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001681,M0337,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001682,M0337,Best Pastrami Sandwich I've ever had. The flavor was incredible!,POSITIVE,1
R001683,M0337,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001684,M0337,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001685,M0337,The Pastrami Sandwich was cold on arrival. Very frustrating.,NEGATIVE,-1
R001686,M0338,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001687,M0338,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001688,M0338,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001689,M0338,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001690,M0338,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001691,M0339,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001692,M0339,The Tomato Basil Soup was cold on arrival. Very frustrating.,NEGATIVE,-1
R001693,M0339,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001694,M0339,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001695,M0339,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001696,M0340,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001697,M0340,The taste was bland and the delivery was late.,NEGATIVE,-1
R001698,M0340,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001699,M0340,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001700,M0340,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001701,M0341,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001702,M0341,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001703,M0341,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001704,M0341,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001705,M0341,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001706,M0342,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001707,M0342,The taste was bland and the delivery was late.,NEGATIVE,-1
R001708,M0342,The taste was bland and the delivery was late.,NEGATIVE,-1
R001709,M0342,The taste was bland and the delivery was late.,NEGATIVE,-1
R001710,M0342,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001711,M0343,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001712,M0343,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001713,M0343,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001714,M0343,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001715,M0343,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001716,M0344,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001717,M0344,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001718,M0344,Best French Onion Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001719,M0344,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001720,M0344,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001721,M0345,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001722,M0345,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001723,M0345,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001724,M0345,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001725,M0345,The taste was bland and the delivery was late.,NEGATIVE,-1
R001726,M0346,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001727,M0346,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001728,M0346,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001729,M0346,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001730,M0346,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001731,M0347,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001732,M0347,Best French Onion Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001733,M0347,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001734,M0347,The French Onion Soup was cold on arrival. Very frustrating.,NEGATIVE,-1
R001735,M0347,Best French Onion Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001736,M0348,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001737,M0348,Best French Onion Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001738,M0348,Best French Onion Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001739,M0348,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001740,M0348,Best French Onion Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001741,M0349,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001742,M0349,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001743,M0349,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001744,M0349,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001745,M0349,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001746,M0350,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001747,M0350,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001748,M0350,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001749,M0350,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001750,M0350,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001751,M0351,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001752,M0351,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001753,M0351,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001754,M0351,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001755,M0351,Best Chicken Noodle Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001756,M0352,Portion was too small for the price. Won't order again.,NEGATIVE,-1
